 Tipo Entidad ; Cód. Entidad ; Entidad ; Cód. Provincia ; Provincia ; Cód. Municipio ; Municipio ; Nº de oficinas ;OPERACIONES;RETIRADA EFECTIVO;INCIDENCIAS ST;DIAS INACTIVIDAD
BANCOS;2100;CAIXABANK, S.A.;36;Pontevedra;057;VIGO ;15;7.906;711570;10;11
BANCOS;2100;CAIXABANK, S.A.;38;Sta Cruz de Tenerife;001;ADEJE ;5;1.704;153390;15;11
BANCOS;2100;CAIXABANK, S.A.;40;Segovia;076;ESPINAR (EL) ;2;891;80170;10;10
BANCOS;2100;CAIXABANK, S.A.;41;Sevilla;095;UTRERA ;2;1.339;120540;10;7
BANCOS;2100;CAIXABANK, S.A.;44;Teruel;216;TERUEL ;2;599;53880;10;5
BANCOS;2100;CAIXABANK, S.A.;29;Málaga;067;MALAGA ;31;16.600;1493980;10;0
BANCOS;2103;UNICAJA BANCO, S.A.;11;Cádiz;015;CHICLANA DE LA FRONTERA ;3;1.316;118460;15;3
BANCOS;2103;UNICAJA BANCO, S.A.;37;Salamanca;274;SALAMANCA ;10;3.566;320960;10;12
COOPERATIVAS DE CREDITO;3008;CAJA R. DE NAVARRA, S.C.C.;31;Navarra;060;BURLADA/BURLATA ;2;970;87340;10;11
COOPERATIVAS DE CREDITO;3017;CAJA R. DE SORIA, S.C.C.;50;Zaragoza;297;ZARAGOZA ;3;1.273;114580;15;10
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;089;GUADIX ;2;1.349;121360;1;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;122;LOJA ;2;1.123;101040;2;4
COOPERATIVAS DE CREDITO;3076;CAJASIETE, CAJA RURAL, S.C.C.;38;Sta Cruz de Tenerife;041;SAUZAL (EL) ;2;1.175;105710;4;7
COOPERATIVAS DE CREDITO;3081;EUROCAJA RURAL, S.C.C.;45;Toledo;168;TOLEDO ;5;2.652;238710;10;12
BANCOS;0049;BANCO SANTANDER, S.A.;28;Madrid;080;MAJADAHONDA ;7;2.587;232840;14;28
BANCOS;0182;BANCO BILBAO VIZCAYA ARGENTARIA, SA;07;Islas Baleares;040;PALMA ;14;6.555;589980;19;28
BANCOS;0182;BANCO BILBAO VIZCAYA ARGENTARIA, SA;30;Murcia;016;CARTAGENA ;7;3.663;329630;14;12
BANCOS;2080;ABANCA CORPORACION BANCARIA, S.A.;32;Ourense;054;OURENSE ;15;4.909;441820;14;18
COOPERATIVAS DE CREDITO;3187;CAJA R. DEL SUR, S. COOP. CREDITO;41;Sevilla;091;SEVILLA ;19;10.637;957310;14;23
BANCOS;2100;CAIXABANK, S.A.;28;Madrid;127;ROZAS DE MADRID (LAS) ;7;3.383;304460;14;21
BANCOS;2100;CAIXABANK, S.A.;40;Segovia;194;SEGOVIA ;7;4.648;418310;14;12
BANCOS;0019;DEUTSCHE BANK, S.A.E.;46;Valencia;250;VALÈNCIA ;3;1.154;103890;9;11
BANCOS;0049;BANCO SANTANDER, S.A.;28;Madrid;123;RIVAS-VACIAMADRID ;3;1.116;100410;9;9
BANCOS;0081;BANCO DE SABADELL, S.A.;39;Cantabria;075;SANTANDER ;3;1.287;115800;9;6
BANCOS;0128;BANKINTER, S.A.;37;Salamanca;274;SALAMANCA ;3;1.658;149260;9;5
BANCOS;0182;BANCO BILBAO VIZCAYA ARGENTARIA, SA;08;Barcelona;089;GAVÀ ;3;1.671;150390;9;4
BANCOS;0182;BANCO BILBAO VIZCAYA ARGENTARIA, SA;08;Barcelona;200;SANT BOI DE LLOBREGAT ;3;1.744;156930;9;5
BANCOS;0182;BANCO BILBAO VIZCAYA ARGENTARIA, SA;08;Barcelona;205;SANT CUGAT DEL VALLÈS ;3;1.664;149710;9;9
BANCOS;2080;ABANCA CORPORACION BANCARIA, S.A.;33;Asturias;024;GIJON ;3;1.613;145120;9;7
BANCOS;2080;ABANCA CORPORACION BANCARIA, S.A.;33;Asturias;044;OVIEDO ;3;1.634;147030;9;8
BANCOS;2103;UNICAJA BANCO, S.A.;21;Huelva;041;HUELVA ;3;1.420;127830;9;12
BANCOS;2103;UNICAJA BANCO, S.A.;28;Madrid;007;ALCORCON ;3;1.617;145560;9;15
COOPERATIVAS DE CREDITO;3096;CAIXA R. DE L'ALCUDIA, SCVC;46;Valencia;019;ALCUDIA (L') ;3;1.414;127290;9;7
BANCOS;2100;CAIXABANK, S.A.;03;Alicante;014;ALICANTE/ALACANT ;13;3.959;356290;13;11
BANCOS;0049;BANCO SANTANDER, S.A.;12;Castellón;040;CASTELLO DE LA PLANA ;7;4.320;388830;12;24
BANCOS;0049;BANCO SANTANDER, S.A.;15;A Coruña;030;CORUÑA (A) ;6;2.303;207300;12;13
BANCOS;0049;BANCO SANTANDER, S.A.;26;La Rioja;089;LOGROÑO ;6;2.317;208540;24;11
BANCOS;2100;CAIXABANK, S.A.;46;Valencia;250;VALÈNCIA ;52;27.348;2461310;19;24
BANCOS;0049;BANCO SANTANDER, S.A.;43;Tarragona;148;TARRAGONA ;4;1.783;160480;8;15
BANCOS;0078;BANCA PUEYO, S.A.;06;Badajoz;044;DON BENITO ;4;2.661;239520;12;11
BANCOS;0081;BANCO DE SABADELL, S.A.;03;Alicante;066;ELDA ;3;1.114;100270;12;8
BANCOS;0081;BANCO DE SABADELL, S.A.;07;Islas Baleares;040;PALMA ;2;750;67470;8;7
BANCOS;0081;BANCO DE SABADELL, S.A.;17;Girona;066;FIGUERES ;2;1.164;104760;8;5
BANCOS;0081;BANCO DE SABADELL, S.A.;29;Málaga;069;MARBELLA ;8;3.833;344960;8;11
BANCOS;0081;BANCO DE SABADELL, S.A.;37;Salamanca;274;SALAMANCA ;2;697;62740;8;9
BANCOS;0128;BANKINTER, S.A.;14;Córdoba;021;CORDOBA ;3;1.708;153720;12;7
BANCOS;0128;BANKINTER, S.A.;20;Guipúzcoa;069;DONOSTIA/SAN SEBASTIAN ;4;1.835;165190;8;2
BANCOS;0128;BANKINTER, S.A.;29;Málaga;067;MALAGA ;4;2.407;216580;12;10
BANCOS;0182;BANCO BILBAO VIZCAYA ARGENTARIA, SA;03;Alicante;065;ELCHE/ELX ;6;1.895;170560;8;8
BANCOS;0182;BANCO BILBAO VIZCAYA ARGENTARIA, SA;04;Almería;013;ALMERIA ;8;3.313;298140;24;9
BANCOS;0182;BANCO BILBAO VIZCAYA ARGENTARIA, SA;11;Cádiz;022;LINEA DE LA CONCEPCION(LA) ;2;1.254;112870;8;24
BANCOS;0182;BANCO BILBAO VIZCAYA ARGENTARIA, SA;15;A Coruña;031;CULLEREDO ;2;968;87080;8;11
BANCOS;0182;BANCO BILBAO VIZCAYA ARGENTARIA, SA;26;La Rioja;089;LOGROÑO ;4;2.638;237460;8;10
BANCOS;0182;BANCO BILBAO VIZCAYA ARGENTARIA, SA;35;Las Palmas;004;ARRECIFE ;2;1.241;111670;8;8
BANCOS;0081;BANCO DE SABADELL, S.A.;46;Valencia;250;VALÈNCIA ;21;11.028;992500;12;7
BANCOS;0182;BANCO BILBAO VIZCAYA ARGENTARIA, SA;43;Tarragona;155;TORTOSA ;2;921;82930;8;7
BANCOS;0237;CAJASUR BANCO, S.A.;29;Málaga;025;BENALMADENA ;2;666;59970;8;15
BANCOS;2085;IBERCAJA BANCO, S.A.;28;Madrid;148;TORREJON DE ARDOZ ;3;1.819;163690;12;12
BANCOS;2085;IBERCAJA BANCO, S.A.;41;Sevilla;091;SEVILLA ;6;4.122;370980;24;7
BANCOS;2085;IBERCAJA BANCO, S.A.;50;Zaragoza;074;CASPE ;2;1.011;91020;8;3
BANCOS;2095;KUTXABANK, S.A;09;Burgos;059;BURGOS ;2;574;51610;8;4
BANCOS;2095;KUTXABANK, S.A;48;Vizcaya;082;SANTURTZI ;3;1.827;164420;12;20
BANCOS;2100;CAIXABANK, S.A.;02;Albacete;009;ALMANSA ;2;715;64390;8;11
BANCOS;2100;CAIXABANK, S.A.;04;Almería;902;EJIDO (EL) ;2;1.378;123990;8;15
BANCOS;2100;CAIXABANK, S.A.;08;Barcelona;205;SANT CUGAT DEL VALLÈS ;4;2.875;258720;12;18
BANCOS;2100;CAIXABANK, S.A.;18;Granada;134;MONACHIL ;2;633;56950;8;2
BANCOS;2100;CAIXABANK, S.A.;21;Huelva;041;HUELVA ;8;3.364;302790;8;8
BANCOS;2100;CAIXABANK, S.A.;23;Jaén;055;LINARES ;2;1.032;92850;8;10
BANCOS;2103;UNICAJA BANCO, S.A.;33;Asturias;024;GIJON ;18;12.676;1140840;12;24
BANCOS;2100;CAIXABANK, S.A.;28;Madrid;092;MOSTOLES ;12;4.737;426280;24;37
BANCOS;2100;CAIXABANK, S.A.;31;Navarra;232;TUDELA ;3;1.340;120550;12;8
BANCOS;2100;CAIXABANK, S.A.;38;Sta Cruz de Tenerife;019;GUIA DE ISORA ;3;1.847;166260;3;0
COOPERATIVAS DE CREDITO;3191;CAJA RURAL DE ARAGON S.C.C.;50;Zaragoza;297;ZARAGOZA ;28;14.197;1277750;12;9
BANCOS;2100;CAIXABANK, S.A.;43;Tarragona;161;VALLS ;2;881;79260;8;2
BANCOS;2103;UNICAJA BANCO, S.A.;29;Málaga;075;NERJA ;3;1.750;157540;12;11
BANCOS;2103;UNICAJA BANCO, S.A.;29;Málaga;091;TORROX ;2;1.119;100670;8;15
BANCOS;2103;UNICAJA BANCO, S.A.;29;Málaga;901;TORREMOLINOS ;3;2.015;181360;12;7
COOPERATIVAS DE CREDITO;3005;CAJA R. CENTRAL, S.C.C.;03;Alicante;065;ELCHE/ELX ;2;1.235;111130;8;6
COOPERATIVAS DE CREDITO;3008;CAJA R. DE NAVARRA, S.C.C.;20;Guipúzcoa;045;IRUN ;2;834;75090;8;5
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;01;Alava;059;VITORIA-GASTEIZ ;19;11.177;1005910;8;15
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;20;Guipúzcoa;045;IRUN ;3;1.154;103820;12;8
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;04;Almería;101;VIATOR ;2;654;58860;8;9
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;30;Murcia;019;CIEZA ;2;1.395;125540;8;7
COOPERATIVAS DE CREDITO;3111;"C.R. LA VALL ""S.ISIDRO"", S.C.C.V";12;Castellón;126;VALL D'UIXO (LA) ;4;2.486;223770;12;5
COOPERATIVAS DE CREDITO;3190;C.R. ALBACETE, C. REAL Y CUENCA,SCC;02;Albacete;081;VILLARROBLEDO ;2;582;52380;8;12
BANCOS;0049;BANCO SANTANDER, S.A.;33;Asturias;024;GIJON ;11;5.304;477380;11;15
BANCOS;0081;BANCO DE SABADELL, S.A.;03;Alicante;065;ELCHE/ELX ;11;6.388;574910;22;23
COOPERATIVAS DE CREDITO;3008;CAJA R. DE NAVARRA, S.C.C.;01;Alava;059;VITORIA-GASTEIZ ;13;7.893;710370;11;15
BANCOS;0049;BANCO SANTANDER, S.A.;08;Barcelona;015;BADALONA ;5;3.263;293680;7;12
BANCOS;0049;BANCO SANTANDER, S.A.;50;Zaragoza;297;ZARAGOZA ;21;11.014;991260;21;15
BANCOS;0049;BANCO SANTANDER, S.A.;08;Barcelona;019;BARCELONA ;76;32.257;2903120;21;12
BANCOS;0049;BANCO SANTANDER, S.A.;07;Islas Baleares;032;MAO-MAHON ;2;627;56400;10;8
BANCOS;0049;BANCO SANTANDER, S.A.;15;A Coruña;078;SANTIAGO DE COMPOSTELA ;5;1.962;176590;10;9
BANCOS;0049;BANCO SANTANDER, S.A.;21;Huelva;041;HUELVA ;2;838;75420;10;11
BANCOS;0061;BANCA MARCH, S.A.;07;Islas Baleares;033;MANACOR ;2;1.026;92330;10;13
BANCOS;0078;BANCA PUEYO, S.A.;28;Madrid;079;MADRID ;2;1.352;121700;10;11
BANCOS;0081;BANCO DE SABADELL, S.A.;03;Alicante;031;BENIDORM ;5;2.020;181810;20;15
BANCOS;0081;BANCO DE SABADELL, S.A.;30;Murcia;005;ALCANTARILLA ;2;1.255;112950;10;15
BANCOS;0081;BANCO DE SABADELL, S.A.;47;Valladolid;186;VALLADOLID ;5;2.448;220280;10;18
BANCOS;0081;BANCO DE SABADELL, S.A.;50;Zaragoza;297;ZARAGOZA ;10;3.881;349270;10;12
BANCOS;0128;BANKINTER, S.A.;07;Islas Baleares;040;PALMA ;4;1.420;127800;20;14
BANCOS;0128;BANKINTER, S.A.;43;Tarragona;148;TARRAGONA ;2;1.075;96760;10;3
BANCOS;0182;BANCO BILBAO VIZCAYA ARGENTARIA, SA;09;Burgos;018;ARANDA DE DUERO ;2;1.076;96810;10;7
BANCOS;0182;BANCO BILBAO VIZCAYA ARGENTARIA, SA;28;Madrid;161;VALDEMORO ;2;861;77480;10;5
BANCOS;0182;BANCO BILBAO VIZCAYA ARGENTARIA, SA;43;Tarragona;148;TARRAGONA ;10;5.204;468340;10;4
BANCOS;2080;ABANCA CORPORACION BANCARIA, S.A.;36;Pontevedra;045;REDONDELA ;2;1.013;91130;10;1
BANCOS;2085;IBERCAJA BANCO, S.A.;09;Burgos;018;ARANDA DE DUERO ;2;1.246;112110;1;4
BANCOS;2095;KUTXABANK, S.A;15;A Coruña;030;CORUÑA (A) ;2;1.081;97250;8;8
BANCOS;2095;KUTXABANK, S.A;48;Vizcaya;013;BARAKALDO ;10;3.626;326330;7;6
BANCOS;2100;CAIXABANK, S.A.;18;Granada;013;ALHAMA DE GRANADA ;2;721;64930;3;12
BANCOS;2100;CAIXABANK, S.A.;28;Madrid;134;SAN SEBASTIAN DE LOS REYES ;5;3.067;276000;9;15
BANCOS;2100;CAIXABANK, S.A.;31;Navarra;201;PAMPLONA/IRUÑA ;21;11.886;1069780;10;4
BANCOS;2100;CAIXABANK, S.A.;41;Sevilla;004;ALCALA DE GUADAIRA ;5;2.226;200370;10;4
BANCOS;2100;CAIXABANK, S.A.;41;Sevilla;068;OSUNA ;2;1.362;122570;6;7
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;46;Valencia;250;VALÈNCIA ;23;9.756;878040;10;8
BANCOS;2100;CAIXABANK, S.A.;43;Tarragona;038;CAMBRILS ;2;1.365;122840;2;1
BANCOS;2100;CAIXABANK, S.A.;48;Vizcaya;078;PORTUGALETE ;2;1.113;100190;1;2
BANCOS;2103;UNICAJA BANCO, S.A.;28;Madrid;049;COSLADA ;2;958;86240;7;7
COOPERATIVAS DE CREDITO;3008;CAJA R. DE NAVARRA, S.C.C.;26;La Rioja;089;LOGROÑO ;9;4.042;363760;2;15
COOPERATIVAS DE CREDITO;3020;CAJA R. DE UTRERA, S.C.A.C.;41;Sevilla;095;UTRERA ;5;2.349;211440;5;12
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;09;Burgos;059;BURGOS ;4;2.290;206080;10;20
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;48;Vizcaya;044;GETXO ;5;2.218;199570;2;7
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;04;Almería;029;BERJA ;2;638;57410;3;4
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;04;Almería;903;MOJONERA (LA) ;2;618;55650;4;16
COOPERATIVAS DE CREDITO;3187;CAJA R. DEL SUR, S. COOP. CREDITO;11;Cádiz;030;ROTA ;2;896;80610;7;1
BANCOS;2103;UNICAJA BANCO, S.A.;29;Málaga;067;MALAGA ;38;21.292;1916300;19;19
BANCOS;0049;BANCO SANTANDER, S.A.;11;Cádiz;028;PUERTO REAL ;2;923;83030;6;3
BANCOS;0049;BANCO SANTANDER, S.A.;11;Cádiz;030;ROTA ;2;1.116;100410;6;7
BANCOS;0049;BANCO SANTANDER, S.A.;13;Ciudad Real;034;CIUDAD REAL ;3;1.353;121800;6;8
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;28;Madrid;079;MADRID ;17;10.865;977850;6;9
BANCOS;0049;BANCO SANTANDER, S.A.;17;Girona;066;FIGUERES ;2;991;89160;6;15
BANCOS;0049;BANCO SANTANDER, S.A.;20;Guipúzcoa;069;DONOSTIA/SAN SEBASTIAN ;2;940;84640;6;11
BANCOS;0049;BANCO SANTANDER, S.A.;28;Madrid;014;ARGANDA DEL REY ;3;1.202;108210;6;10
BANCOS;0049;BANCO SANTANDER, S.A.;28;Madrid;022;BOADILLA DEL MONTE ;3;853;76770;6;4
BANCOS;0049;BANCO SANTANDER, S.A.;36;Pontevedra;035;NIGRAN ;2;908;81700;6;3
BANCOS;0081;BANCO DE SABADELL, S.A.;28;Madrid;065;GETAFE ;3;1.503;135280;6;2
BANCOS;0081;BANCO DE SABADELL, S.A.;29;Málaga;075;NERJA ;2;863;77700;6;5
BANCOS;0081;BANCO DE SABADELL, S.A.;43;Tarragona;123;REUS ;2;1.275;114780;6;6
BANCOS;0128;BANKINTER, S.A.;03;Alicante;014;ALICANTE/ALACANT ;3;2.053;184750;9;7
BANCOS;0128;BANKINTER, S.A.;03;Alicante;099;ORIHUELA ;3;1.718;154650;9;8
BANCOS;0128;BANKINTER, S.A.;03;Alicante;133;TORREVIEJA ;2;1.300;117010;6;11
BANCOS;0128;BANKINTER, S.A.;26;La Rioja;089;LOGROÑO ;2;1.103;99250;6;12
BANCOS;0128;BANKINTER, S.A.;29;Málaga;069;MARBELLA ;3;1.425;128200;6;14
BANCOS;0182;BANCO BILBAO VIZCAYA ARGENTARIA, SA;03;Alicante;133;TORREVIEJA ;3;1.236;111270;9;9
BANCOS;0182;BANCO BILBAO VIZCAYA ARGENTARIA, SA;08;Barcelona;102;IGUALADA ;2;1.184;106600;6;2
BANCOS;0182;BANCO BILBAO VIZCAYA ARGENTARIA, SA;08;Barcelona;125;MONTCADA I REIXAC ;3;1.606;144540;6;1
BANCOS;0182;BANCO BILBAO VIZCAYA ARGENTARIA, SA;16;Cuenca;078;CUENCA ;2;994;89500;6;5
BANCOS;0182;BANCO BILBAO VIZCAYA ARGENTARIA, SA;23;Jaén;050;JAEN ;3;1.630;146670;9;4
BANCOS;0182;BANCO BILBAO VIZCAYA ARGENTARIA, SA;48;Vizcaya;013;BARAKALDO ;3;1.337;120320;6;10
BANCOS;0182;BANCO BILBAO VIZCAYA ARGENTARIA, SA;52;Melilla;001;MELILLA ;3;984;88550;9;45
BANCOS;0237;CAJASUR BANCO, S.A.;04;Almería;013;ALMERIA ;3;1.909;171840;9;6
BANCOS;0237;CAJASUR BANCO, S.A.;29;Málaga;067;MALAGA ;9;3.840;345620;18;12
COOPERATIVAS DE CREDITO;3076;CAJASIETE, CAJA RURAL, S.C.C.;38;Sta Cruz de Tenerife;038;SANTA CRUZ DE TENERIFE ;13;8.962;806610;6;4
BANCOS;2085;IBERCAJA BANCO, S.A.;19;Guadalajara;046;AZUQUECA DE HENARES ;2;937;84280;6;12
BANCOS;2085;IBERCAJA BANCO, S.A.;28;Madrid;058;FUENLABRADA ;3;1.538;138410;9;15
BANCOS;2095;KUTXABANK, S.A;20;Guipúzcoa;064;PASAIA ;3;1.831;164780;6;16
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;20;Guipúzcoa;069;DONOSTIA/SAN SEBASTIAN ;14;4.723;425080;9;11
BANCOS;2100;CAIXABANK, S.A.;03;Alicante;099;ORIHUELA ;2;992;89240;6;10
BANCOS;2100;CAIXABANK, S.A.;03;Alicante;133;TORREVIEJA ;3;1.010;90900;6;9
BANCOS;2100;CAIXABANK, S.A.;08;Barcelona;102;IGUALADA ;2;1.404;126320;6;18
BANCOS;2100;CAIXABANK, S.A.;08;Barcelona;245;SANTA COLOMA DE GRAMENET ;6;3.371;303430;6;18
BANCOS;2100;CAIXABANK, S.A.;08;Barcelona;298;VIC ;3;1.800;162000;9;18
BANCOS;2080;ABANCA CORPORACION BANCARIA, S.A.;15;A Coruña;030;CORUÑA (A) ;33;14.098;1268780;18;18
BANCOS;2100;CAIXABANK, S.A.;35;Las Palmas;022;SANTA LUCIA DE TIRAJANA ;3;1.686;151720;6;18
BANCOS;2100;CAIXABANK, S.A.;41;Sevilla;058;MAIRENA DEL ALCOR ;2;1.198;107830;6;18
BANCOS;2100;CAIXABANK, S.A.;45;Toledo;168;TOLEDO ;9;6.208;558720;9;18
BANCOS;2103;UNICAJA BANCO, S.A.;03;Alicante;014;ALICANTE/ALACANT ;2;1.058;95210;6;18
BANCOS;2103;UNICAJA BANCO, S.A.;10;Cáceres;037;CACERES ;2;826;74360;6;18
BANCOS;2103;UNICAJA BANCO, S.A.;29;Málaga;025;BENALMADENA ;3;1.862;167570;9;18
BANCOS;2103;UNICAJA BANCO, S.A.;30;Murcia;030;MURCIA ;2;634;57060;6;18
BANCOS;2103;UNICAJA BANCO, S.A.;39;Cantabria;087;TORRELAVEGA ;3;2.014;181220;9;18
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;04;Almería;035;CUEVAS DEL ALMANZORA ;2;858;77200;6;18
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;38;Sta Cruz de Tenerife;038;SANTA CRUZ DE TENERIFE ;2;1.322;119020;6;18
COOPERATIVAS DE CREDITO;3059;CAJA R. DE ASTURIAS, S.C.C.;33;Asturias;024;GIJON ;12;8.569;771160;6;18
COOPERATIVAS DE CREDITO;3059;CAJA R. DE ASTURIAS, S.C.C.;33;Asturias;031;LANGREO ;3;1.287;115780;9;18
COOPERATIVAS DE CREDITO;3060;C.R.BURGOS,FUENT.,SEGOV.Y CASTEL.SC;39;Cantabria;075;SANTANDER ;3;1.784;160560;9;18
COOPERATIVAS DE CREDITO;3187;CAJA R. DEL SUR, S. COOP. CREDITO;21;Huelva;050;MOGUER ;3;897;80710;6;18
COOPERATIVAS DE CREDITO;3191;CAJA RURAL DE ARAGON S.C.C.;22;Huesca;112;FRAGA ;2;651;58570;6;18
BANCOS;0019;DEUTSCHE BANK, S.A.E.;03;Alicante;133;TORREVIEJA ;2;897;80730;8;16
BANCOS;0049;BANCO SANTANDER, S.A.;47;Valladolid;186;VALLADOLID ;17;5.501;495120;8;16
BANCOS;0049;BANCO SANTANDER, S.A.;08;Barcelona;096;GRANOLLERS ;2;575;51710;8;16
BANCOS;0049;BANCO SANTANDER, S.A.;08;Barcelona;184;RUBI ;2;613;55200;8;16
BANCOS;0049;BANCO SANTANDER, S.A.;30;Murcia;030;MURCIA ;8;4.270;384280;8;16
BANCOS;0049;BANCO SANTANDER, S.A.;48;Vizcaya;020;BILBAO ;15;5.677;510880;8;16
BANCOS;0081;BANCO DE SABADELL, S.A.;03;Alicante;059;CREVILLENT ;2;712;64090;8;16
BANCOS;0081;BANCO DE SABADELL, S.A.;03;Alicante;139;VILLAJOYOSA/VILA JOIOSA(LA) ;2;1.384;124530;8;16
BANCOS;0081;BANCO DE SABADELL, S.A.;08;Barcelona;056;CASTELLDEFELS ;2;1.066;95960;8;16
BANCOS;0081;BANCO DE SABADELL, S.A.;08;Barcelona;096;GRANOLLERS ;4;2.439;219470;16;16
BANCOS;0081;BANCO DE SABADELL, S.A.;29;Málaga;067;MALAGA ;2;714;64280;8;16
BANCOS;0081;BANCO DE SABADELL, S.A.;31;Navarra;201;PAMPLONA/IRUÑA ;2;1.061;95470;8;16
BANCOS;0128;BANKINTER, S.A.;18;Granada;087;GRANADA ;2;905;81490;8;16
BANCOS;0128;BANKINTER, S.A.;28;Madrid;092;MOSTOLES ;2;890;80100;8;16
BANCOS;0182;BANCO BILBAO VIZCAYA ARGENTARIA, SA;08;Barcelona;114;MARTORELL ;2;1.045;94010;8;16
BANCOS;0182;BANCO BILBAO VIZCAYA ARGENTARIA, SA;08;Barcelona;211;SANT FELIU DE LLOBREGAT ;2;622;55970;8;16
BANCOS;0182;BANCO BILBAO VIZCAYA ARGENTARIA, SA;24;León;115;PONFERRADA ;4;2.269;204190;8;16
BANCOS;0182;BANCO BILBAO VIZCAYA ARGENTARIA, SA;46;Valencia;017;ALZIRA ;2;996;89600;8;16
BANCOS;2085;IBERCAJA BANCO, S.A.;28;Madrid;134;SAN SEBASTIAN DE LOS REYES ;2;957;86170;8;16
BANCOS;2100;CAIXABANK, S.A.;18;Granada;102;ILLORA ;2;1.306;117560;8;16
BANCOS;2100;CAIXABANK, S.A.;20;Guipúzcoa;045;IRUN ;2;1.100;98960;8;16
BANCOS;2100;CAIXABANK, S.A.;26;La Rioja;102;NAJERA ;2;1.018;91590;8;16
BANCOS;2100;CAIXABANK, S.A.;28;Madrid;115;POZUELO DE ALARCON ;4;2.603;234220;16;16
BANCOS;2100;CAIXABANK, S.A.;38;Sta Cruz de Tenerife;022;ICOD DE LOS VINOS ;2;1.135;102150;8;16
BANCOS;2100;CAIXABANK, S.A.;46;Valencia;105;CULLERA ;2;872;78480;8;16
BANCOS;2103;UNICAJA BANCO, S.A.;11;Cádiz;027;PUERTO DE SANTA MARIA (EL) ;4;2.433;218950;16;16
BANCOS;2103;UNICAJA BANCO, S.A.;23;Jaén;092;UBEDA ;2;921;82850;8;16
BANCOS;2103;UNICAJA BANCO, S.A.;28;Madrid;013;ARANJUEZ ;2;1.333;119990;8;16
BANCOS;2103;UNICAJA BANCO, S.A.;29;Málaga;007;ALHAURIN DE LA TORRE ;2;1.022;91970;8;16
BANCOS;2103;UNICAJA BANCO, S.A.;29;Málaga;070;MIJAS ;4;2.073;186570;8;16
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;46;Valencia;213;REQUENA ;2;1.331;119780;8;16
COOPERATIVAS DE CREDITO;3059;CAJA R. DE ASTURIAS, S.C.C.;33;Asturias;066;SIERO ;4;1.401;126130;16;16
COOPERATIVAS DE CREDITO;3134;C.R. NTRA.SRA. ESPERANZA DE ONDA,SC;12;Castellón;084;ONDA ;4;2.464;221790;16;16
COOPERATIVAS DE CREDITO;3159;CAIXA POPULAR-CAIXA RURAL, S.C.C.V.;46;Valencia;021;ALDAIA ;4;2.459;221340;8;16
BANCOS;0019;DEUTSCHE BANK, S.A.E.;03;Alicante;902;PILAR DE LA HORADADA ;1;585;52670;5;15
BANCOS;0019;DEUTSCHE BANK, S.A.E.;17;Girona;023;BLANES ;1;425;38220;5;15
BANCOS;0019;DEUTSCHE BANK, S.A.E.;20;Guipúzcoa;069;DONOSTIA/SAN SEBASTIAN ;1;441;39710;5;15
BANCOS;0019;DEUTSCHE BANK, S.A.E.;24;León;089;LEON ;1;480;43160;5;15
BANCOS;0049;BANCO SANTANDER, S.A.;08;Barcelona;172;PREMIÀ DE MAR ;1;599;53910;5;15
BANCOS;0049;BANCO SANTANDER, S.A.;13;Ciudad Real;039;DAIMIEL ;1;400;36020;5;15
BANCOS;0049;BANCO SANTANDER, S.A.;15;A Coruña;072;RIANXO ;1;349;31370;5;15
BANCOS;0049;BANCO SANTANDER, S.A.;18;Granada;023;BAZA ;1;605;54460;5;15
BANCOS;0049;BANCO SANTANDER, S.A.;20;Guipúzcoa;019;BEASAIN ;1;300;27030;5;15
BANCOS;0049;BANCO SANTANDER, S.A.;23;Jaén;003;ALCAUDETE ;1;517;46520;5;15
BANCOS;0049;BANCO SANTANDER, S.A.;34;Palencia;047;CARRION DE LOS CONDES ;1;582;52390;5;15
BANCOS;0049;BANCO SANTANDER, S.A.;36;Pontevedra;061;VILANOVA DE AROUSA ;1;618;55580;5;15
BANCOS;0049;BANCO SANTANDER, S.A.;39;Cantabria;047;NOJA ;1;628;56510;5;15
